Datetime;Open;High;Low;Close;Adj Close;Volume;rsi;macd;macd_signal
2023-10-04 02:15;27441.634765625;27441.634765625;27422.7265625;27429;27429.1875;32368640;63.0;7.0;
2023-10-04 02:20;27432.083984375;27469.98046875;27432.083984375;27469;27469.98046875;17470464;68.0;15.0;
2023-10-04 02:25;27490.4453125;27490.4453125;27457.712890625;27457;27457.712890625;83504128;65.0;20.0;
2023-10-04 02:30;27447.4921875;27464.1875;27447.4921875;27456;27456.96484375;27001856;65.0;24.0;
2023-10-04 02:35;27455.6171875;27455.6171875;27418.59765625;27418;27418.59765625;10829824;57.0;24.0;
2023-10-04 02:40;27408.05078125;27410.390625;27401.60546875;27401;27401.60546875;10870784;54.0;22.0;
2023-10-04 02:45;27400.3046875;27411.119140625;27388.755859375;27411;27411.119140625;0;55.0;21.0;15.0
2023-10-04 02:50;27405.978515625;27413.607421875;27405.978515625;27413;27413.607421875;2240512;56.0;21.0;16.0
2023-10-04 02:55;27418.712890625;27419.767578125;27413.505859375;27415;27415.490234375;0;56.0;20.0;17.0
2023-10-04 03:00;27413.466796875;27430.2109375;27413.466796875;27430;27430.2109375;0;59.0;20.0;17.0
2023-10-04 03:05;27428.33984375;27433.62890625;27428.33984375;27432;27432.009765625;0;59.0;21.0;18.0
2023-10-04 03:10;27435.099609375;27438.78125;27433.99609375;27438;27438.78125;0;60.0;21.0;19.0
2023-10-04 03:15;27438.796875;27445.578125;27438.796875;27445;27445.578125;0;61.0;22.0;19.0
2023-10-04 03:20;27445.54296875;27458.873046875;27443.716796875;27458;27458.873046875;0;64.0;23.0;20.0
2023-10-04 03:25;27458.04296875;27458.185546875;27448.548828125;27448;27448.548828125;8310784;61.0;23.0;21.0
2023-10-04 03:30;27437.841796875;27447.431640625;27436.466796875;27447;27447.431640625;0;60.0;23.0;21.0
2023-10-04 03:35;27442.44140625;27442.44140625;27414.576171875;27414;27414.576171875;0;51.0;19.0;21.0
2023-10-04 03:40;27413.833984375;27415.962890625;27413.103515625;27415;27415.322265625;0;51.0;17.0;20.0
2023-10-04 03:45;27414.513671875;27426.90625;27414.513671875;27426;27426.90625;0;54.0;15.0;19.0
2023-10-04 03:50;27431.45703125;27431.45703125;27420.669921875;27420;27420.669921875;0;52.0;14.0;18.0
2023-10-04 03:55;27420.8046875;27427.74609375;27416.875;27427;27427.74609375;0;54.0;13.0;17.0
2023-10-04 04:00;27428.06640625;27428.06640625;27419.396484375;27421;27421.513671875;0;52.0;11.0;16.0
2023-10-04 04:05;27422.568359375;27422.568359375;27411.83984375;27412;27412.16796875;0;50.0;10.0;15.0
2023-10-04 04:10;27412.408203125;27412.4609375;27406.9765625;27406;27406.9765625;0;48.0;7.0;13.0
2023-10-04 04:15;27409.775390625;27411.369140625;27405.80078125;27408;27408.591796875;0;49.0;6.0;12.0
2023-10-04 04:20;27414.427734375;27414.427734375;27405.341796875;27405;27405.341796875;0;48.0;4.0;10.0
2023-10-04 04:25;27405.16015625;27413.810546875;27402.13671875;27413;27413.810546875;0;50.0;4.0;9.0
2023-10-04 04:30;27416.76953125;27416.76953125;27405.3828125;27405;27405.3828125;0;48.0;3.0;8.0
2023-10-04 04:35;27402.21875;27420.123046875;27402.21875;27420;27420.123046875;0;53.0;3.0;7.0
2023-10-04 04:40;27421.35546875;27421.35546875;27385.724609375;27385;27385.724609375;0;42.0;0.0;5.0
2023-10-04 04:45;27389.1171875;27390.10546875;27385.03515625;27388;27388.7265625;8423424;43.0;-2.0;4.0
2023-10-04 04:50;27387.080078125;27397.7109375;27386.8828125;27397;27397.7109375;0;46.0;-2.0;3.0
2023-10-04 04:55;27399.30859375;27403.197265625;27386.296875;27386;27386.296875;0;43.0;-4.0;1.0
2023-10-04 05:00;27388.837890625;27394.46484375;27384.4609375;27394;27394.46484375;0;46.0;-4.0;0.0
2023-10-04 05:05;27387.33203125;27387.33203125;27379.99609375;27379;27379.99609375;0;42.0;-6.0;-1.0
2023-10-04 05:10;27383.529296875;27383.529296875;27374.6640625;27377;27377.798828125;0;41.0;-7.0;-2.0
2023-10-04 05:15;27379.916015625;27379.916015625;27370.8203125;27370;27370.8203125;0;39.0;-8.0;-3.0
2023-10-04 05:20;27367.240234375;27367.4765625;27360.24609375;27367;27367.4765625;0;38.0;-10.0;-5.0
2023-10-04 05:25;27367.19921875;27380.29296875;27367.19921875;27380;27380.29296875;4919296;44.0;-9.0;-6.0
2023-10-04 05:30;27384.056640625;27394.548828125;27384.056640625;27394;27394.548828125;1094656;49.0;-8.0;-6.0
2023-10-04 05:35;27392.55859375;27392.83203125;27386.443359375;27387;27387.37109375;1254400;47.0;-8.0;-6.0
2023-10-04 05:40;27389.9140625;27401.09375;27389.9140625;27401;27401.09375;0;52.0;-6.0;-6.0
2023-10-04 05:45;27403.515625;27404.09375;27400.255859375;27400;27400.255859375;0;52.0;-5.0;-6.0
2023-10-04 05:50;27400.6484375;27404.890625;27398.84375;27398;27398.84375;0;51.0;-4.0;-5.0
2023-10-04 05:55;27397.73046875;27401.599609375;27396.3203125;27401;27401.599609375;0;52.0;-3.0;-5.0
2023-10-04 06:00;27404.619140625;27411.58984375;27404.619140625;27410;27410.24609375;0;56.0;-1.0;-4.0
2023-10-04 06:05;27411.45703125;27411.45703125;27387.037109375;27387;27387.037109375;0;46.0;-2.0;-4.0
2023-10-04 06:10;27382.896484375;27394.515625;27379.404296875;27394;27394.515625;0;49.0;-2.0;-3.0
2023-10-04 06:15;27396.1328125;27398.9453125;27374.275390625;27374;27374.275390625;0;42.0;-3.0;-3.0
2023-10-04 06:20;27371.291015625;27375.23828125;27370.697265625;27370;27370.697265625;984064;41.0;-5.0;-4.0
2023-10-04 06:25;27370.18359375;27370.18359375;27358.64453125;27358;27358.64453125;3825664;38.0;-7.0;-4.0
2023-10-04 06:30;27358.154296875;27364.181640625;27358.154296875;27364;27364.181640625;2825216;40.0;-8.0;-5.0
2023-10-04 06:35;27367.4375;27379.478515625;27367.4375;27379;27379.478515625;0;47.0;-7.0;-5.0
2023-10-04 06:40;27383.73828125;27383.73828125;27377.626953125;27377;27377.626953125;0;46.0;-7.0;-6.0
2023-10-04 06:45;27383.10546875;27397.74609375;27383.10546875;27396;27396.880859375;0;53.0;-5.0;-6.0
2023-10-04 06:50;27395.408203125;27402.607421875;27395.408203125;27402;27402.607421875;0;55.0;-3.0;-5.0
2023-10-04 06:55;27404.63671875;27412.96875;27404.63671875;27412;27412.96875;3451904;58.0;-1.0;-4.0
2023-10-04 07:00;27413.087890625;27432.123046875;27413.087890625;27427;27427.537109375;0;63.0;2.0;-3.0
2023-10-04 07:05;27423.12890625;27431.083984375;27423.12890625;27429;27429.828125;3442688;63.0;5.0;-1.0
2023-10-04 07:10;27434.150390625;27445.46484375;27434.150390625;27445;27445.46484375;0;67.0;8.0;0.0
2023-10-04 07:15;27444.65625;27448.318359375;27440.03515625;27443;27443.376953125;1422336;66.0;10.0;2.0
2023-10-04 07:20;27435.224609375;27435.224609375;27417.326171875;27417;27417.326171875;957440;55.0;10.0;4.0
2023-10-04 07:25;27416.63671875;27417.1796875;27412.52734375;27414;27414.7890625;0;54.0;9.0;5.0
2023-10-04 07:30;27413.9765625;27414.744140625;27413.240234375;27413;27413.240234375;1137664;53.0;8.0;6.0
2023-10-04 07:35;27410.796875;27411.822265625;27406.087890625;27406;27406.087890625;0;50.0;7.0;6.0
2023-10-04 07:40;27408.494140625;27421.458984375;27408.494140625;27421;27421.458984375;0;56.0;7.0;6.0
2023-10-04 07:45;27427.984375;27443.966796875;27427.984375;27443;27443.966796875;0;62.0;9.0;7.0
2023-10-04 07:50;27444.802734375;27444.802734375;27439.939453125;27444;27444.32421875;2429952;63.0;11.0;8.0
2023-10-04 07:55;27444.923828125;27446.216796875;27444.923828125;27446;27446.1953125;1303552;63.0;12.0;8.0
2023-10-04 08:00;27445.4921875;27456.212890625;27445.4921875;27456;27456.212890625;0;66.0;13.0;9.0
2023-10-04 08:05;27460.974609375;27460.974609375;27446.8203125;27454;27454.322265625;8390656;65.0;14.0;10.0
2023-10-04 08:10;27454.494140625;27458.400390625;27454.494140625;27458;27458.400390625;0;66.0;15.0;11.0
2023-10-04 08:15;27456.681640625;27456.681640625;27445.888671875;27445;27445.888671875;0;59.0;14.0;12.0
2023-10-04 08:20;27439.98828125;27461.962890625;27439.98828125;27461;27461.962890625;0;64.0;15.0;13.0
2023-10-04 08:25;27467.869140625;27480.13671875;27467.869140625;27477;27477.662109375;5774336;68.0;17.0;13.0
2023-10-04 08:30;27482.73828125;27482.73828125;27469.671875;27469;27469.671875;6690816;64.0;17.0;14.0
2023-10-04 08:35;27471.19921875;27487.986328125;27471.19921875;27487;27487.986328125;0;69.0;19.0;15.0
2023-10-04 08:40;27494.2890625;27508.818359375;27494.2890625;27508;27508.818359375;19398656;73.0;22.0;16.0
2023-10-04 08:45;27528.8359375;27552.787109375;27499.728515625;27552;27552.787109375;62340096;79.0;27.0;18.0
2023-10-04 08:50;27550.6015625;27550.6015625;27533.40234375;27533;27533.40234375;7322624;72.0;29.0;21.0
2023-10-04 08:55;27530.94921875;27534.171875;27520.36328125;27520;27520.36328125;57689088;67.0;30.0;23.0
2023-10-04 09:00;27520.36328125;27520.36328125;27515.984375;27515;27515.984375;0;65.0;30.0;24.0
2023-10-04 09:05;27517.28515625;27524.4921875;27516.84765625;27524;27524.4921875;1540096;67.0;30.0;25.0
2023-10-04 09:10;27530.58984375;27546.376953125;27530.58984375;27546;27546.376953125;16780288;71.0;31.0;26.0
2023-10-04 09:15;27548.7265625;27558.740234375;27547.462890625;27553;27553.447265625;27539456;72.0;33.0;28.0
2023-10-04 09:20;27544.88671875;27550.287109375;27544.005859375;27549;27549.30859375;8601600;70.0;33.0;29.0
2023-10-04 09:25;27549.30859375;27550.392578125;27542.0234375;27542;27542.0234375;7332864;67.0;32.0;29.0
2023-10-04 09:30;27545.70703125;27559.55078125;27543.85546875;27559;27559.55078125;0;70.0;33.0;30.0
2023-10-04 09:35;27553.568359375;27572.111328125;27553.568359375;27572;27572.111328125;0;73.0;34.0;31.0
2023-10-04 09:40;27578.423828125;27580.005859375;27576.93359375;27577;27577.74609375;10174464;73.0;35.0;32.0
2023-10-04 09:45;27579.673828125;27602.06640625;27579.673828125;27599;27599.939453125;27855872;77.0;37.0;33.0
2023-10-04 09:50;27603.1484375;27609.1484375;27594.37890625;27603;27603.3671875;10833920;77.0;38.0;34.0
2023-10-04 09:55;27606.7890625;27629.31640625;27602.3515625;27629;27629.31640625;18093056;81.0;41.0;35.0
2023-10-04 10:00;27632.8984375;27632.8984375;27615.53515625;27615;27615.53515625;1618944;74.0;42.0;36.0
2023-10-04 10:05;27603.857421875;27616.04296875;27603.857421875;27615;27615.8046875;0;74.0;42.0;37.0
2023-10-04 10:10;27630.107421875;27630.107421875;27598.58203125;27617;27617.60546875;39212032;75.0;41.0;38.0
2023-10-04 10:15;27617.689453125;27617.689453125;27580.798828125;27580;27580.798828125;3379200;60.0;38.0;38.0
2023-10-04 10:20;27577.17578125;27577.17578125;27565.732421875;27565;27565.732421875;18277376;55.0;33.0;37.0
2023-10-04 10:25;27559.541015625;27559.541015625;27540.568359375;27540;27540.568359375;0;48.0;27.0;35.0
2023-10-04 10:30;27534.728515625;27539.203125;27533.091796875;27537;27537.595703125;1827840;47.0;22.0;33.0
2023-10-04 10:35;27540.9609375;27549.208984375;27540.9609375;27547;27547.029296875;5900288;50.0;19.0;30.0
2023-10-04 10:40;27546.388671875;27548.529296875;27535.787109375;27545;27545.1640625;4899840;50.0;15.0;27.0
2023-10-04 10:45;27546.869140625;27546.869140625;27526.423828125;27526;27526.423828125;3871744;44.0;11.0;24.0
2023-10-04 10:50;27528.048828125;27530.689453125;27527.568359375;27529;27529.6484375;1341440;45.0;8.0;21.0
2023-10-04 10:55;27528.619140625;27537.908203125;27528.248046875;27537;27537.908203125;6454272;48.0;6.0;18.0
2023-10-04 11:00;27534.60546875;27538.33984375;27529.392578125;27536;27536.896484375;0;48.0;5.0;15.0
2023-10-04 11:05;27535.087890625;27540.865234375;27534.671875;27540;27540.865234375;2977792;49.0;4.0;13.0
2023-10-04 11:10;27543.830078125;27553.556640625;27543.830078125;27553;27553.556640625;13419520;53.0;4.0;11.0
2023-10-04 11:15;27553.556640625;27567.421875;27553.412109375;27567;27567.421875;0;58.0;5.0;10.0
2023-10-04 11:20;27564.7578125;27572.490234375;27564.7578125;27565;27565.046875;489472;57.0;6.0;9.0
2023-10-04 11:25;27565.046875;27583.515625;27565.046875;27581;27581.81640625;0;61.0;8.0;9.0
2023-10-04 11:30;27580.962890625;27580.962890625;27567.88671875;27577;27577.568359375;0;60.0;9.0;9.0
2023-10-04 11:35;27579.923828125;27582.6953125;27575.85546875;27576;27576.7890625;0;59.0;9.0;9.0
2023-10-04 11:40;27581.533203125;27597.65625;27581.533203125;27597;27597.65625;3120128;65.0;11.0;9.0
2023-10-04 11:45;27601.19921875;27602.32421875;27589.005859375;27594;27594.1171875;0;64.0;12.0;10.0
2023-10-04 11:50;27592.310546875;27592.310546875;27585.41796875;27585;27585.41796875;694272;60.0;13.0;10.0
2023-10-04 11:55;27572.76953125;27573.419921875;27564.2578125;27573;27573.419921875;46496768;54.0;12.0;11.0
2023-10-04 12:00;27574.26953125;27589.689453125;27574.26953125;27589;27589.689453125;0;59.0;12.0;11.0
2023-10-04 12:05;27592.12890625;27592.12890625;27552.880859375;27552;27552.880859375;0;47.0;9.0;11.0
2023-10-04 12:10;27543.982421875;27551.986328125;27543.982421875;27551;27551.986328125;0;46.0;7.0;10.0
2023-10-04 12:15;27551.986328125;27594.1015625;27551.986328125;27589;27589.751953125;0;57.0;8.0;9.0
2023-10-04 12:20;27579.853515625;27600.09765625;27579.84375;27600;27600.09765625;0;60.0;9.0;9.0
2023-10-04 12:25;27597.54296875;27598.00390625;27592.626953125;27598;27598.00390625;0;59.0;10.0;10.0
2023-10-04 12:30;27599.74609375;27602.24609375;27592.904296875;27592;27592.904296875;9243648;57.0;11.0;10.0
2023-10-04 12:35;27596.84375;27608.224609375;27596.84375;27608;27608.224609375;0;61.0;12.0;10.0
2023-10-04 12:40;27612.59375;27620.0234375;27612.59375;27618;27618.138671875;6810624;63.0;14.0;11.0
2023-10-04 12:45;27624.2421875;27626.205078125;27613.5625;27626;27626.205078125;17403904;65.0;15.0;12.0
2023-10-04 12:50;27626.869140625;27627.556640625;27601.578125;27601;27601.578125;8872960;56.0;15.0;12.0
2023-10-04 12:55;27601.578125;27601.578125;27568.515625;27575;27575.6484375;0;48.0;12.0;12.0
2023-10-04 13:00;27573.609375;27573.609375;27552.23046875;27552;27552.23046875;0;43.0;8.0;11.0
2023-10-04 13:05;27538.45703125;27565.38671875;27538.45703125;27565;27565.38671875;0;47.0;5.0;10.0
2023-10-04 13:10;27547.5;27557.005859375;27547.5;27557;27557.005859375;0;45.0;3.0;9.0
2023-10-04 13:15;27560.328125;27563.748046875;27540.654296875;27540;27540.654296875;0;41.0;-1.0;7.0
2023-10-04 13:20;27532.822265625;27532.822265625;27510.76953125;27524;27524.359375;2147328;37.0;-4.0;5.0
2023-10-04 13:25;27529.78515625;27536.822265625;27529.78515625;27529;27529.884765625;0;39.0;-7.0;2.0
2023-10-04 13:30;27528.5234375;27550.60546875;27528.5234375;27550;27550.60546875;1083392;46.0;-7.0;0.0
2023-10-04 13:35;27557.626953125;27557.626953125;27546.169921875;27547;27547.673828125;0;45.0;-8.0;-1.0
2023-10-04 13:40;27551.3203125;27551.3203125;27478.412109375;27478;27478.412109375;15800320;32.0;-13.0;-4.0
2023-10-04 13:45;27489.0703125;27500.044921875;27442.8984375;27500;27500.044921875;51282944;38.0;-16.0;-6.0
2023-10-04 13:50;27503.568359375;27503.568359375;27456.701171875;27467;27467.029296875;25291776;33.0;-21.0;-9.0
2023-10-04 13:55;27478.208984375;27484.7265625;27427.984375;27427;27427.984375;25217024;29.0;-27.0;-13.0
2023-10-04 14:00;27418.248046875;27427.806640625;27383.873046875;27427;27427.806640625;0;29.0;-32.0;-16.0
2023-10-04 14:05;27435.115234375;27452.115234375;27427.978515625;27427;27427.978515625;0;29.0;-35.0;-20.0
2023-10-04 14:10;27427.978515625;27450.9921875;27427.978515625;27449;27449.8046875;0;35.0;-36.0;-23.0
2023-10-04 14:15;27448.771484375;27448.771484375;27399.107421875;27411;27411.189453125;0;30.0;-39.0;-26.0
2023-10-04 14:20;27405.23828125;27405.23828125;27391.26953125;27398;27398.7265625;0;29.0;-41.0;-29.0
2023-10-04 14:25;27398.7265625;27398.7265625;27351.640625;27351;27351.640625;0;24.0;-47.0;-33.0
2023-10-04 14:30;27350.54296875;27387.21484375;27350.54296875;27376;27376.79296875;0;30.0;-49.0;-36.0
2023-10-04 14:35;27391.642578125;27422.21484375;27391.642578125;27415;27415.224609375;0;39.0;-47.0;-38.0
2023-10-04 14:40;27415.224609375;27415.263671875;27399.9921875;27402;27402.65234375;5538816;37.0;-45.0;-40.0
2023-10-04 14:45;27403.357421875;27403.357421875;27339.267578125;27339;27339.267578125;0;31.0;-49.0;-42.0
2023-10-04 14:50;27343.28125;27362.373046875;27343.28125;27362;27362.373046875;0;35.0;-49.0;-43.0
2023-10-04 14:55;27370.568359375;27377.66796875;27361.544921875;27376;27376.953125;0;38.0;-48.0;-44.0
2023-10-04 15:00;27380.8515625;27393.17578125;27364.8671875;27393;27393.17578125;0;41.0;-45.0;-44.0
2023-10-04 15:05;27393.296875;27394.078125;27384.998046875;27394;27394.078125;0;41.0;-42.0;-44.0
2023-10-04 15:10;27394.314453125;27420.521484375;27394.314453125;27420;27420.521484375;0;46.0;-37.0;-43.0
2023-10-04 15:15;27420.943359375;27425.14453125;27410.57421875;27425;27425.14453125;0;47.0;-33.0;-41.0
2023-10-04 15:20;27429.818359375;27437.048828125;27424.837890625;27424;27424.837890625;0;47.0;-29.0;-38.0
2023-10-04 15:25;27421.529296875;27442.7421875;27421.529296875;27442;27442.7421875;3779584;51.0;-24.0;-35.0
2023-10-04 15:30;27450.77734375;27450.77734375;27439.138671875;27439;27439.138671875;0;50.0;-20.0;-32.0
2023-10-04 15:35;27440.140625;27454.396484375;27439.07421875;27454;27454.396484375;0;53.0;-16.0;-29.0
2023-10-04 15:40;27462.390625;27466.947265625;27439.580078125;27439;27439.580078125;0;50.0;-13.0;-26.0
2023-10-04 15:45;27426.521484375;27450.900390625;27420.044921875;27450;27450.900390625;2836480;52.0;-10.0;-23.0
2023-10-04 15:50;27443.810546875;27443.810546875;27430.970703125;27431;27431.646484375;0;48.0;-9.0;-20.0
2023-10-04 15:55;27428.390625;27429.505859375;27393.67578125;27393;27393.67578125;0;41.0;-12.0;-18.0
2023-10-04 16:00;27402.408203125;27413.255859375;27400.330078125;27413;27413.255859375;0;46.0;-12.0;-17.0
2023-10-04 16:05;27415.529296875;27417.904296875;27413.70703125;27417;27417.904296875;0;46.0;-11.0;-16.0
2023-10-04 16:10;27419.41015625;27423.732421875;27415.986328125;27415;27415.986328125;0;46.0;-11.0;-15.0
2023-10-04 16:15;27416.302734375;27424.478515625;27413.158203125;27424;27424.220703125;0;48.0;-10.0;-14.0
2023-10-04 16:20;27429.8984375;27435.439453125;27428.390625;27428;27428.390625;0;49.0;-8.0;-13.0
2023-10-04 16:25;27431.693359375;27454.33203125;27431.693359375;27453;27453.8203125;31761408;55.0;-5.0;-11.0
2023-10-04 16:30;27461.138671875;27505.14453125;27458.52734375;27505;27505.14453125;34032640;64.0;1.0;-9.0
2023-10-04 16:35;27509.107421875;27574.98046875;27509.107421875;27574;27574.98046875;39356416;72.0;12.0;-5.0
2023-10-04 16:40;27574.32421875;27574.32421875;27554.03515625;27557;27557.20703125;64606208;68.0;19.0;0.0
2023-10-04 16:45;27546.166015625;27581.333984375;27543.763671875;27581;27581.333984375;25857024;70.0;26.0;5.0
2023-10-04 16:50;27567.388671875;27567.388671875;27520.5078125;27520;27520.5078125;20639744;58.0;26.0;9.0
2023-10-04 16:55;27520.5078125;27525.765625;27514.015625;27514;27514.015625;7193600;57.0;26.0;13.0
2023-10-04 17:00;27520.1953125;27527.31640625;27512.98828125;27512;27512.98828125;0;57.0;25.0;15.0
2023-10-04 17:05;27518.751953125;27519.564453125;27512.3671875;27512;27512.3671875;0;57.0;24.0;17.0
2023-10-04 17:10;27539.169921875;27554.427734375;27537.302734375;27554;27554.427734375;10855424;63.0;26.0;19.0
2023-10-04 17:15;27555.33203125;27580.171875;27555.33203125;27580;27580.171875;14154752;66.0;30.0;21.0
2023-10-04 17:20;27567.4453125;27567.4453125;27541.5625;27541;27541.5625;0;58.0;29.0;23.0
2023-10-04 17:25;27540.4453125;27540.4453125;27537.236328125;27537;27537.5234375;0;57.0;28.0;24.0
2023-10-04 17:30;27532.689453125;27532.689453125;27509.744140625;27514;27514.6953125;0;53.0;25.0;24.0
2023-10-04 17:35;27517.515625;27529.59375;27517.515625;27529;27529.59375;0;55.0;24.0;24.0
2023-10-04 17:40;27539.19140625;27539.19140625;27522.498046875;27524;27524.869140625;3045376;54.0;22.0;24.0
2023-10-04 17:45;27536.236328125;27560.767578125;27528.873046875;27560;27560.767578125;4302848;60.0;23.0;24.0
2023-10-04 17:50;27558.369140625;27560.87890625;27549.912109375;27549;27549.912109375;2472960;57.0;23.0;23.0
2023-10-04 17:55;27540.50390625;27540.50390625;27516.31640625;27539;27539.015625;10497024;55.0;22.0;23.0
2023-10-04 18:00;27537.83203125;27548.51953125;27537.83203125;27547;27547.615234375;0;57.0;21.0;23.0
2023-10-04 18:05;27547.615234375;27558.201171875;27547.615234375;27558;27558.201171875;0;59.0;21.0;22.0
2023-10-04 18:10;27558.201171875;27570.005859375;27558.201171875;27566;27566.03515625;9118720;60.0;22.0;22.0
2023-10-04 18:15;27582.841796875;27588.392578125;27582.478515625;27582;27582.478515625;14663680;62.0;23.0;22.0
2023-10-04 18:20;27581.4921875;27581.4921875;27559.5390625;27559;27559.5390625;132096;57.0;22.0;22.0
2023-10-04 18:25;27533.1796875;27559.171875;27533.1796875;27559;27559.171875;4790272;57.0;21.0;22.0
2023-10-04 18:30;27562.009765625;27577.6328125;27562.009765625;27567;27567.75390625;0;58.0;21.0;22.0
2023-10-04 18:35;27555.802734375;27555.802734375;27540.53515625;27548;27548.400390625;67763200;53.0;19.0;21.0
2023-10-04 18:40;27545.224609375;27551.251953125;27527.98046875;27527;27527.98046875;9025536;49.0;15.0;20.0
2023-10-04 18:45;27535.56640625;27538.25390625;27529.75;27529;27529.75;0;49.0;13.0;19.0
2023-10-04 18:50;27536.11328125;27560.625;27536.11328125;27560;27560.625;0;56.0;13.0;17.0
2023-10-04 18:55;27556.845703125;27617.29296875;27556.845703125;27617;27617.29296875;0;65.0;17.0;17.0
2023-10-04 19:00;27628.025390625;27728.6953125;27628.025390625;27712;27712.16796875;94722048;75.0;28.0;20.0
2023-10-04 19:05;27702.939453125;27757.421875;27702.939453125;27757;27757.421875;43549696;78.0;40.0;24.0
2023-10-04 19:10;27796.361328125;27826.658203125;27749.76953125;27749;27749.76953125;115203072;76.0;48.0;29.0
2023-10-04 19:15;27773.59765625;27822.099609375;27773.59765625;27798;27798.591796875;59566080;79.0;58.0;34.0
2023-10-04 19:20;27811.17578125;27820.201171875;27728.26171875;27728;27728.26171875;54537216;66.0;59.0;39.0
2023-10-04 19:25;27734.265625;27737.189453125;27734.265625;27736;27736.98046875;34742272;66.0;60.0;44.0
2023-10-04 19:30;27738.96875;27744.322265625;27716.662109375;27735;27735.806640625;37314560;66.0;61.0;47.0
2023-10-04 19:35;27711.869140625;27711.869140625;27620.517578125;27620;27620.517578125;28788736;50.0;51.0;48.0
2023-10-04 19:40;27553.8359375;27616.580078125;27553.8359375;27616;27616.580078125;117936128;49.0;42.0;47.0
2023-10-04 19:45;27615.451171875;27666.82421875;27615.451171875;27660;27660.931640625;72352768;54.0;38.0;45.0
2023-10-04 19:50;27637.322265625;27671.859375;27637.322265625;27664;27664.884765625;34475008;55.0;35.0;43.0
2023-10-04 19:55;27669.64453125;27669.64453125;27629.748046875;27629;27629.748046875;14425088;50.0;30.0;40.0
2023-10-04 20:00;27622.953125;27622.953125;27583.26953125;27583;27583.26953125;0;45.0;21.0;37.0
2023-10-04 20:05;27606.458984375;27667.177734375;27603.03125;27667;27667.177734375;0;54.0;21.0;34.0
2023-10-04 20:10;27665.5390625;27672.7109375;27660.791015625;27672;27672.7109375;0;55.0;21.0;31.0
2023-10-04 20:15;27670.5390625;27727.09375;27670.5390625;27710;27710.44140625;0;59.0;24.0;30.0
2023-10-04 20:20;27708.310546875;27708.310546875;27704.76953125;27704;27704.76953125;1069056;58.0;26.0;29.0
2023-10-04 20:25;27675.7265625;27703.259765625;27675.7265625;27701;27701.10546875;74144768;57.0;26.0;28.0
2023-10-04 20:30;27699.75;27699.75;27694.640625;27696;27696.548828125;35517440;57.0;26.0;28.0
2023-10-04 20:35;27705.96875;27721.931640625;27705.96875;27715;27715.001953125;38960128;59.0;27.0;28.0
